Category,City,Segment,State/Province,Sub-Category,KPI Selector,Profit,Quantity,Sales,Total Profit,Total Quantity,Total Sales
Technology,Jacksonville,Consumer,North Carolina,Accessories,22.704,5.9598,1,22.704,5.9598,1,22.704
Technology,Fort Lauderdale,Consumer,Florida,Phones,116.76,14.595,1,116.76,14.595,1,116.76
Technology,Charlotte,Consumer,North Carolina,Phones,27.992,2.0994,1,27.992,2.0994,1,27.992
Technology,Pembroke Pines,Consumer,Florida,Accessories,110.4,-4.140000000,2,110.4,-4.140000000,2,110.4
Technology,Jacksonville,Consumer,North Carolina,Accessories,24,-2.7,2,24,-2.7,2,24
Technology,Raleigh,Consumer,North Carolina,Accessories,47.984,13.1956,2,47.984,13.1956,2,47.984
Technology,Jackson,Consumer,Tennessee,Accessories,46.864,7.615400000,2,46.864,7.615400000,2,46.864
Technology,Memphis,Consumer,Tennessee,Accessories,1.584,0.4752,2,1.584,0.4752,2,1.584
Technology,Orlando,Consumer,Florida,Copiers,959.984,311.9948,2,959.984,311.9948,2,959.984
Technology,Kissimmee,Consumer,Florida,Phones,751.984,84.598200000,2,751.984,84.598200000,2,751.984
Technology,West Palm Beach,Consumer,Florida,Phones,55.984,4.1988,2,55.984,4.1988,2,55.984
Technology,Greenville,Consumer,North Carolina,Phones,249.584,31.198,2,249.584,31.198,2,249.584
Technology,Jacksonville,Consumer,North Carolina,Phones,105.584,9.238600000,2,105.584,9.238600000,2,105.584
Technology,Raleigh,Consumer,North Carolina,Phones,108.784,10.8784,2,108.784,10.8784,2,108.784
Technology,Johnson City,Consumer,Tennessee,Phones,111.984,6.999000000,2,111.984,6.999000000,2,111.984
Technology,Orlando,Consumer,Florida,Accessories,87.168,10.896,3,87.168,10.896,3,87.168
Technology,Pembroke Pines,Consumer,Florida,Accessories,83.976,-1.0497,3,83.976,-1.0497,3,83.976
Technology,Burlington,Consumer,North Carolina,Accessories,383.976,81.5949,3,383.976,81.5949,3,383.976
Technology,Charlotte,Consumer,North Carolina,Accessories,1012.68,303.804,3,1012.68,303.804,3,1012.68
Technology,Greenville,Consumer,North Carolina,Accessories,16.56,-2.484,3,16.56,-2.484,3,16.56
Technology,Greenville,Consumer,North Carolina,Accessories,68.112,17.8794,3,68.112,17.8794,3,68.112
Technology,Chattanooga,Consumer,Tennessee,Accessories,95.976,15.5961,3,95.976,15.5961,3,95.976
Technology,Deltona,Consumer,Florida,Phones,107.976,37.7916,3,107.976,37.7916,3,107.976
Technology,Jacksonville,Consumer,Florida,Phones,863.88,107.985,3,863.88,107.985,3,863.88
Technology,Raleigh,Consumer,North Carolina,Phones,177.48,19.9665,3,177.48,19.9665,3,177.48
Technology,Franklin,Consumer,Tennessee,Phones,40.68,-9.153,3,40.68,-9.153,3,40.68
Technology,Monroe,Consumer,North Carolina,Accessories,35.168,8.3524,4,35.168,8.3524,4,35.168
Technology,Knoxville,Consumer,Tennessee,Accessories,89.568,-1.119600000,4,89.568,-1.119600000,4,89.568
Technology,Nashville,Consumer,Tennessee,Accessories,35.168,8.3524,4,35.168,8.3524,4,35.168
Technology,Jacksonville,Consumer,North Carolina,Phones,95.968,9.596800000,4,95.968,9.596800000,4,95.968
Technology,Jacksonville,Consumer,Florida,Accessories,247.8,-18.585,5,247.8,-18.585,5,247.8
Technology,Miami,Consumer,Florida,Accessories,111.96,-1.399500000,5,111.96,-1.399500000,5,111.96
Technology,Miami,Consumer,Florida,Accessories,72.6,-8.167500000,5,72.6,-8.167500000,5,72.6
Technology,Charlotte,Consumer,North Carolina,Accessories,431.16,107.79,5,431.16,107.79,5,431.16
Technology,Miami,Consumer,Florida,Phones,1363.96,85.2475,5,1363.96,85.2475,5,1363.96
Technology,Pembroke Pines,Consumer,Florida,Phones,503.96,50.396,5,503.96,50.396,5,503.96
Technology,Daytona Beach,Consumer,Florida,Accessories,50.88,14.628,6,50.88,14.628,6,50.88
Technology,Tallahassee,Consumer,Florida,Phones,705.544,70.554400000,7,705.544,70.554400000,7,705.544
Technology,Charlotte,Consumer,North Carolina,Accessories,74.112,17.6016,8,74.112,17.6016,8,74.112
Technology,Chattanooga,Consumer,Tennessee,Phones,143.928,-32.3838,9,143.928,-32.3838,9,143.928
Technology,Greenville,Consumer,North Carolina,Machines,1299.99,-571.9956,2,1299.99,-571.9956,2,1299.99
Technology,Nashville,Consumer,Tennessee,Machines,649,-272.58,2,649,-272.58,2,649
Technology,Charlotte,Consumer,North Carolina,Machines,2624.985,-944.9946,3,2624.985,-944.9946,3,2624.985
Technology,Los Angeles,Consumer,California,Accessories,36.24,15.2208,1,36.24,15.2208,1,36.24
Technology,Los Angeles,Consumer,California,Accessories,166.24,24.936,1,166.24,24.936,1,166.24
Technology,Los Angeles,Consumer,California,Accessories,36.24,15.2208,1,36.24,15.2208,1,36.24
Technology,San Diego,Consumer,California,Accessories,10.99,4.2861,1,10.99,4.2861,1,10.99
Technology,Redmond,Consumer,Washington,Accessories,19.99,6.7966,1,19.99,6.7966,1,19.99
Technology,Seattle,Consumer,Washington,Copiers,299.99,89.997,1,299.99,89.997,1,299.99
Technology,Brentwood,Consumer,California,Accessories,79.9,35.156,2,79.9,35.156,2,79.9
Technology,Los Angeles,Consumer,California,Accessories,13.98,6.1512,2,13.98,6.1512,2,13.98
Technology,San Diego,Consumer,California,Accessories,72.64,21.792,2,72.64,21.792,2,72.64
Technology,San Francisco,Consumer,California,Accessories,119.9,43.164,2,119.9,43.164,2,119.9
Technology,San Francisco,Consumer,California,Accessories,49.98,8.496600000,2,49.98,8.496600000,2,49.98
Technology,Kent,Consumer,Washington,Accessories,50,10.5,2,50,10.5,2,50
Technology,Seattle,Consumer,Washington,Accessories,17.9,3.401,2,17.9,3.401,2,17.9
Technology,Seattle,Consumer,Washington,Accessories,93.98,13.1572,2,93.98,13.1572,2,93.98
Technology,Des Moines,Consumer,Washington,Copiers,999.98,449.991,2,999.98,449.991,2,999.98
Technology,Los Angeles,Consumer,California,Accessories,1265.85,556.974,3,1265.85,556.974,3,1265.85
Technology,Oakland,Consumer,California,Accessories,479.97,177.5889,3,479.97,177.5889,3,479.97
Technology,San Diego,Consumer,California,Accessories,9.09,1.9089,3,9.09,1.9089,3,9.09
Technology,San Diego,Consumer,California,Accessories,772.47,146.7693,3,772.47,146.7693,3,772.47
Technology,San Francisco,Consumer,California,Accessories,323.37,129.348,3,323.37,129.348,3,323.37
Technology,Westminster,Consumer,California,Accessories,140.97,19.7358,3,140.97,19.7358,3,140.97
Technology,Clovis,Consumer,New Mexico,Accessories,101.34,8.107200000,3,101.34,8.107200000,3,101.34
Technology,Seattle,Consumer,Washington,Accessories,389.97,132.5898,3,389.97,132.5898,3,389.97
Technology,Seattle,Consumer,Washington,Accessories,90.57,11.7741,3,90.57,11.7741,3,90.57
Technology,Pomona,Consumer,California,Accessories,199.96,69.986,4,199.96,69.986,4,199.96
Technology,San Diego,Consumer,California,Accessories,519.96,176.7864,4,519.96,176.7864,4,519.96
Technology,San Francisco,Consumer,California,Accessories,46.36,15.2988,4,46.36,15.2988,4,46.36
Technology,San Francisco,Consumer,California,Accessories,439.8,145.134,4,439.8,145.134,4,439.8
Technology,Westminster,Consumer,California,Accessories,55.76,7.8064,4,55.76,7.8064,4,55.76
Technology,Seattle,Consumer,Washington,Accessories,799.96,343.9828,4,799.96,343.9828,4,799.96
Technology,Seattle,Consumer,Washington,Accessories,479.72,52.7692,4,479.72,52.7692,4,479.72
Technology,Pasadena,Consumer,California,Accessories,199.95,21.9945,5,199.95,21.9945,5,199.95
Technology,San Diego,Consumer,California,Accessories,595,95.2,5,595,95.2,5,595
Technology,San Francisco,Consumer,California,Accessories,179.95,37.7895,5,179.95,37.7895,5,179.95
Technology,Seattle,Consumer,Washington,Accessories,174.95,12.2465,5,174.95,12.2465,5,174.95
Technology,Seattle,Consumer,Washington,Accessories,44.75,8.502500000,5,44.75,8.502500000,5,44.75
Technology,Mission Viejo,Consumer,California,Accessories,120,46.8,6,120,46.8,6,120
Technology,Los Angeles,Consumer,California,Accessories,131.6,7.896,7,131.6,7.896,7,131.6
Technology,Modesto,Consumer,California,Accessories,111.79,43.5981,7,111.79,43.5981,7,111.79
Technology,Los Angeles,Consumer,California,Accessories,1049.44,440.7648,8,1049.44,440.7648,8,1049.44
Technology,Los Angeles,Consumer,California,Accessories,1115.91,200.8638,9,1115.91,200.8638,9,1115.91
Technology,Seattle,Consumer,Washington,Accessories,899.91,377.9622,9,899.91,377.9622,9,899.91
Technology,Los Angeles,Consumer,California,Accessories,274.89,46.7313,11,274.89,46.7313,11,274.89
Technology,San Diego,Consumer,California,Accessories,3347.37,636.0003,13,3347.37,636.0003,13,3347.37
Technology,San Francisco,Consumer,California,Accessories,223.58,87.1962,14,223.58,87.1962,14,223.58
Technology,Renton,Consumer,Washington,Machines,1039.992,103.9992,1,1039.992,103.9992,1,1039.992
Technology,Phoenix,Consumer,Arizona,Phones,55.992,3.4995,1,55.992,3.4995,1,55.992
Technology,Los Angeles,Consumer,California,Phones,5.56,1.7375,1,5.56,1.7375,1,5.56
Technology,San Francisco,Consumer,California,Phones,15.992,-2.9985,1,15.992,-2.9985,1,15.992
Technology,Seattle,Consumer,Washington,Phones,107.984,9.4486,1,107.984,9.4486,1,107.984
Technology,Seattle,Consumer,Washington,Phones,156.792,13.7193,1,156.792,13.7193,1,156.792
Technology,Mesa,Consumer,Arizona,Accessories,31.984,1.999,2,31.984,1.999,2,31.984
Technology,Peoria,Consumer,Arizona,Accessories,30.08,-5.264,2,30.08,-5.264,2,30.08
Technology,Phoenix,Consumer,Arizona,Accessories,89.584,4.479200000,2,89.584,4.479200000,2,89.584
Technology,Fort Collins,Consumer,Colorado,Accessories,47.984,0.599800000,2,47.984,0.599800000,2,47.984
Technology,Los Angeles,Consumer,California,Copiers,479.984,59.998,2,479.984,59.998,2,479.984
Technology,San Francisco,Consumer,California,Copiers,1119.984,377.9946,2,1119.984,377.9946,2,1119.984
Technology,Los Angeles,Consumer,California,Machines,558.4,41.88,2,558.4,41.88,2,558.4
Technology,Los Angeles,Consumer,California,Machines,686.32,223.054,2,686.32,223.054,2,686.32
Technology,San Diego,Consumer,California,Machines,686.4,77.220000000,2,686.4,77.220000000,2,686.4
Technology,Seattle,Consumer,Washington,Machines,558.4,41.88,2,558.4,41.88,2,558.4
Technology,Phoenix,Consumer,Arizona,Phones,471.92,29.495,2,471.92,29.495,2,471.92
Technology,Phoenix,Consumer,Arizona,Phones,111.984,11.1984,2,111.984,11.1984,2,111.984
Technology,Bakersfield,Consumer,California,Phones,201.584,12.599,2,201.584,12.599,2,201.584
Technology,Costa Mesa,Consumer,California,Phones,258.576,19.3932,2,258.576,19.3932,2,258.576
Technology,Long Beach,Consumer,California,Phones,217.584,19.0386,2,217.584,19.0386,2,217.584
Technology,San Diego,Consumer,California,Phones,219.184,19.1786,2,219.184,19.1786,2,219.184
Technology,San Francisco,Consumer,California,Phones,239.984,23.9984,2,239.984,23.9984,2,239.984
Technology,San Francisco,Consumer,California,Phones,575.92,71.99,2,575.92,71.99,2,575.92
Technology,San Francisco,Consumer,California,Phones,148.48,16.704,2,148.48,16.704,2,148.48
Technology,San Francisco,Consumer,California,Phones,46.384,5.218200000,2,46.384,5.218200000,2,46.384
Technology,Woodland,Consumer,California,Phones,239.984,23.9984,2,239.984,23.9984,2,239.984
Technology,Denver,Consumer,Colorado,Phones,105.584,9.238600000,2,105.584,9.238600000,2,105.584
Technology,Louisville,Consumer,Colorado,Phones,201.584,20.1584,2,201.584,20.1584,2,201.584
Technology,Salem,Consumer,Oregon,Phones,84.784,-20.1362,2,84.784,-20.1362,2,84.784
Technology,Seattle,Consumer,Washington,Phones,1001.584,125.198,2,1001.584,125.198,2,1001.584
Technology,Seattle,Consumer,Washington,Phones,249.584,15.599,2,249.584,15.599,2,249.584
Technology,Long Beach,Consumer,California,Copiers,479.976,161.9919,3,479.976,161.9919,3,479.976
Technology,San Francisco,Consumer,California,Copiers,1199.976,434.9913,3,1199.976,434.9913,3,1199.976
Technology,Los Angeles,Consumer,California,Machines,1919.976,215.9973,3,1919.976,215.9973,3,1919.976
Technology,Los Angeles,Consumer,California,Machines,71.976,24.2919,3,71.976,24.2919,3,71.976
Technology,Santa Ana,Consumer,California,Machines,371.976,116.2425,3,371.976,116.2425,3,371.976
Technology,Seattle,Consumer,Washington,Machines,837.6,62.820000000,3,837.6,62.820000000,3,837.6
Technology,Anaheim,Consumer,California,Phones,302.376,22.6782,3,302.376,22.6782,3,302.376
Technology,Inglewood,Consumer,California,Phones,196.776,14.7582,3,196.776,14.7582,3,196.776
Technology,Long Beach,Consumer,California,Phones,143.976,8.998500000,3,143.976,8.998500000,3,143.976
Technology,Los Angeles,Consumer,California,Phones,165.6,10.35,3,165.6,10.35,3,165.6
Technology,Los Angeles,Consumer,California,Phones,88.776,7.7679,3,88.776,7.7679,3,88.776
Technology,Los Angeles,Consumer,California,Phones,302.376,22.6782,3,302.376,22.6782,3,302.376
Technology,Los Angeles,Consumer,California,Phones,177.48,19.9665,3,177.48,19.9665,3,177.48
Technology,Los Angeles,Consumer,California,Phones,160.776,10.0485,3,160.776,10.0485,3,160.776
Technology,Los Angeles,Consumer,California,Phones,43.176,15.1116,3,43.176,15.1116,3,43.176
Technology,Los Angeles,Consumer,California,Phones,287.88,35.985,3,287.88,35.985,3,287.88
Technology,Los Angeles,Consumer,California,Phones,302.376,22.6782,3,302.376,22.6782,3,302.376
Technology,Redding,Consumer,California,Phones,333.576,25.0182,3,333.576,25.0182,3,333.576
Technology,San Francisco,Consumer,California,Phones,47.976,4.7976,3,47.976,4.7976,3,47.976
Technology,San Francisco,Consumer,California,Phones,110.376,12.4173,3,110.376,12.4173,3,110.376
Technology,San Francisco,Consumer,California,Phones,359.976,130.4913,3,359.976,130.4913,3,359.976
Technology,Westminster,Consumer,California,Phones,707.88,44.2425,3,707.88,44.2425,3,707.88
Technology,Westminster,Consumer,California,Phones,470.376,52.9173,3,470.376,52.9173,3,470.376
Technology,Denver,Consumer,Colorado,Phones,470.376,52.9173,3,470.376,52.9173,3,470.376
Technology,Englewood,Consumer,Colorado,Phones,108.576,8.1432,3,108.576,8.1432,3,108.576
Technology,Portland,Consumer,Oregon,Phones,155.976,54.5916,3,155.976,54.5916,3,155.976
Technology,Salem,Consumer,Oregon,Phones,52.68,19.755,3,52.68,19.755,3,52.68
Technology,Seattle,Consumer,Washington,Phones,88.776,7.7679,3,88.776,7.7679,3,88.776
Technology,Seattle,Consumer,Washington,Phones,431.976,26.9985,3,431.976,26.9985,3,431.976
Technology,Avondale,Consumer,Arizona,Accessories,102.24,-16.614,4,102.24,-16.614,4,102.24
Technology,Peoria,Consumer,Arizona,Accessories,252.8,-31.6,4,252.8,-31.6,4,252.8
Technology,Colorado Springs,Consumer,Colorado,Accessories,58.08,-6.534,4,58.08,-6.534,4,58.08
Technology,Louisville,Consumer,Colorado,Accessories,46.688,-2.918,4,46.688,-2.918,4,46.688
Technology,Los Angeles,Consumer,California,Machines,447.968,139.99,4,447.968,139.99,4,447.968
Technology,Brentwood,Consumer,California,Phones,319.968,35.9964,4,319.968,35.9964,4,319.968
Technology,Los Angeles,Consumer,California,Phones,211.168,18.4772,4,211.168,18.4772,4,211.168
Technology,Los Angeles,Consumer,California,Phones,57.568,5.7568,4,57.568,5.7568,4,57.568
Technology,Los Angeles,Consumer,California,Phones,1091.168,68.198,4,1091.168,68.198,4,1091.168
Technology,San Diego,Consumer,California,Phones,38.24,-9.56,4,38.24,-9.56,4,38.24
Technology,San Diego,Consumer,California,Phones,159.968,-31.9936,4,159.968,-31.9936,4,159.968
Technology,San Diego,Consumer,California,Phones,415.968,51.996,4,415.968,51.996,4,415.968
Technology,Santa Ana,Consumer,California,Phones,211.168,23.7564,4,211.168,23.7564,4,211.168
Technology,Whittier,Consumer,California,Phones,444.768,44.4768,4,444.768,44.4768,4,444.768
Technology,Denver,Consumer,Colorado,Phones,406.368,30.4776,4,406.368,30.4776,4,406.368
Technology,Denver,Consumer,Colorado,Phones,1983.968,247.996,4,1983.968,247.996,4,1983.968
Technology,Redmond,Consumer,Oregon,Phones,438.368,38.3572,4,438.368,38.3572,4,438.368
Technology,Tigard,Consumer,Oregon,Phones,438.336,-87.6672,4,438.336,-87.6672,4,438.336
Technology,Portland,Consumer,Oregon,Accessories,239.8,47.96,5,239.8,47.96,5,239.8
Technology,Mesa,Consumer,Arizona,Phones,87.8,32.925,5,87.8,32.925,5,87.8
Technology,Phoenix,Consumer,Arizona,Phones,1879.96,211.4955,5,1879.96,211.4955,5,1879.96
Technology,Dublin,Consumer,California,Phones,22,1.375,5,22,1.375,5,22
Technology,Los Angeles,Consumer,California,Phones,539.92,47.243,5,539.92,47.243,5,539.92
Technology,Los Angeles,Consumer,California,Phones,339.96,42.495000000,5,339.96,42.495000000,5,339.96
Technology,Los Angeles,Consumer,California,Phones,623.96,38.9975,5,623.96,38.9975,5,623.96
Technology,Los Angeles,Consumer,California,Phones,445.96,55.745000000,5,445.96,55.745000000,5,445.96
Technology,Los Angeles,Consumer,California,Phones,675.96,84.495000000,5,675.96,84.495000000,5,675.96
Technology,San Diego,Consumer,California,Phones,159.96,17.9955,5,159.96,17.9955,5,159.96
Technology,San Francisco,Consumer,California,Phones,783.96,68.5965,5,783.96,68.5965,5,783.96
Technology,Aurora,Consumer,Colorado,Accessories,238.896,-26.8758,6,238.896,-26.8758,6,238.896
Technology,Los Angeles,Consumer,California,Machines,105.552,35.6238,6,105.552,35.6238,6,105.552
Technology,Los Angeles,Consumer,California,Machines,2548.56,286.713,6,2548.56,286.713,6,2548.56
Technology,Los Angeles,Consumer,California,Phones,775.728,58.1796,6,775.728,58.1796,6,775.728
Technology,Glendale,Consumer,Arizona,Accessories,89.544,12.3123,7,89.544,12.3123,7,89.544
Technology,Portland,Consumer,Oregon,Accessories,279.944,80.4839,7,279.944,80.4839,7,279.944
Technology,Los Angeles,Consumer,California,Machines,2973.32,334.4985,7,2973.32,334.4985,7,2973.32
Technology,Los Angeles,Consumer,California,Phones,128.744,-28.9674,7,128.744,-28.9674,7,128.744
Technology,Los Angeles,Consumer,California,Phones,666.344,66.6344,7,666.344,66.6344,7,666.344
Technology,Los Angeles,Consumer,California,Phones,369.544,32.3351,7,369.544,32.3351,7,369.544
Technology,Oakland,Consumer,California,Phones,72.744,-15.4581,7,72.744,-15.4581,7,72.744
Technology,Pasadena,Consumer,California,Phones,419.944,52.493,7,419.944,52.493,7,419.944
Technology,Redmond,Consumer,Oregon,Phones,139.944,-31.4874,7,139.944,-31.4874,7,139.944
Technology,Long Beach,Consumer,California,Phones,44.736,4.4736,8,44.736,4.4736,8,44.736
Technology,San Diego,Consumer,California,Phones,601.536,60.1536,8,601.536,60.1536,8,601.536
Technology,Seattle,Consumer,Washington,Phones,242.624,27.2952,8,242.624,27.2952,8,242.624
Technology,Denver,Consumer,Colorado,Accessories,431.928,64.7892,9,431.928,64.7892,9,431.928
Technology,Las Vegas,Consumer,Nevada,Phones,1123.128,70.1955,9,1123.128,70.1955,9,1123.128
Technology,Salem,Consumer,Oregon,Accessories,103.92,-18.186,10,103.92,-18.186,10,103.92
Technology,Springfield,Consumer,Oregon,Accessories,55.92,16.776,10,55.92,16.776,10,55.92
Technology,Los Angeles,Consumer,California,Phones,79.92,26.973,10,79.92,26.973,10,79.92
Technology,San Francisco,Consumer,California,Machines,369.16,32.3015,11,369.16,32.3015,11,369.16
Technology,Springfield,Consumer,Oregon,Machines,29.925,-21.945,5,29.925,-21.945,5,29.925
Technology,Eagan,Corporate,Minnesota,Accessories,45.98,19.7714,2,45.98,19.7714,2,45.98
Technology,Fremont,Corporate,Nebraska,Phones,79.96,22.3888,4,79.96,22.3888,4,79.96
Technology,Overland Park,Corporate,Kansas,Accessories,34.95,15.378,5,34.95,15.378,5,34.95
Technology,Tulsa,Corporate,Oklahoma,Phones,69.93,0.699300000,7,69.93,0.699300000,7,69.93
Technology,Milwaukee,Corporate,Wisconsin,Accessories,143.73,56.0547,9,143.73,56.0547,9,143.73
Technology,Detroit,Corporate,Michigan,Machines,3059.982,679.996,2,3059.982,679.996,2,3059.982
Technology,Aurora,Corporate,Illinois,Phones,7.992,2.5974,1,7.992,2.5974,1,7.992
Technology,Dallas,Corporate,Texas,Accessories,39.984,-1.499400000,2,39.984,-1.499400000,2,39.984
Technology,Haltom City,Corporate,Texas,Accessories,207.984,36.3972,2,207.984,36.3972,2,207.984
Technology,Pasadena,Corporate,Texas,Accessories,159.984,43.9956,2,159.984,43.9956,2,159.984
Technology,Arlington,Corporate,Texas,Copiers,319.984,107.9946,2,319.984,107.9946,2,319.984
Technology,Bedford,Corporate,Texas,Phones,153.584,13.4386,2,153.584,13.4386,2,153.584
Technology,Houston,Corporate,Texas,Accessories,151.2,32.13,3,151.2,32.13,3,151.2
Technology,Houston,Corporate,Texas,Accessories,47.976,8.395800000,3,47.976,8.395800000,3,47.976
Technology,Dallas,Corporate,Texas,Phones,369.576,41.5773,3,369.576,41.5773,3,369.576
Technology,San Antonio,Corporate,Texas,Phones,359.88,22.4925,3,359.88,22.4925,3,359.88
Technology,Coppell,Corporate,Texas,Phones,95.84,34.742,4,95.84,34.742,4,95.84
Technology,San Antonio,Corporate,Texas,Accessories,113.52,29.799,5,113.52,29.799,5,113.52
Technology,Palatine,Corporate,Illinois,Accessories,116.312,23.2624,7,116.312,23.2624,7,116.312
Technology,Houston,Corporate,Texas,Phones,946.344,118.293,7,946.344,118.293,7,946.344
Technology,Richardson,Corporate,Texas,Phones,1097.544,123.4737,7,1097.544,123.4737,7,1097.544
Technology,Bristol,Corporate,Connecticut,Phones,100.49,25.1225,1,100.49,25.1225,1,100.49
Technology,New York City,Corporate,New York,Phones,469.99,136.2971,1,469.99,136.2971,1,469.99
Technology,Providence,Corporate,Rhode Island,Accessories,69.98,4.8986,2,69.98,4.8986,2,69.98
Technology,Wilmington,Corporate,Delaware,Phones,716,193.32,2,716,193.32,2,716
Technology,New York City,Corporate,New York,Phones,199.98,53.9946,2,199.98,53.9946,2,199.98
Technology,Newark,Corporate,Delaware,Accessories,104.97,7.3479,3,104.97,7.3479,3,104.97
Technology,Baltimore,Corporate,Maryland,Accessories,89.97,18.8937,3,89.97,18.8937,3,89.97
Technology,New York City,Corporate,New York,Accessories,34.77,11.4741,3,34.77,11.4741,3,34.77
Technology,Newark,Corporate,Delaware,Phones,83.97,23.5116,3,83.97,23.5116,3,83.97
Technology,New York City,Corporate,New York,Phones,43.6,12.208,4,43.6,12.208,4,43.6
Technology,New York City,Corporate,New York,Phones,629.95,163.787,5,629.95,163.787,5,629.95
Technology,New York City,Corporate,New York,Accessories,899.91,395.9604,9,899.91,395.9604,9,899.91
Technology,New York City,Corporate,New York,Accessories,599.9,191.968,10,599.9,191.968,10,599.9
Technology,Springfield,Corporate,Ohio,Accessories,60.864,9.1296,4,60.864,9.1296,4,60.864
Technology,Cincinnati,Corporate,Ohio,Copiers,839.988,69.999000000,2,839.988,69.999000000,2,839.988
Technology,Columbus,Corporate,Ohio,Phones,59.97,-11.994,5,59.97,-11.994,5,59.97
Technology,Springfield,Corporate,Ohio,Machines,652.995,-935.9595,7,652.995,-935.9595,7,652.995
Technology,Hoover,Corporate,Alabama,Accessories,25.98,1.5588,2,25.98,1.5588,2,25.98
Technology,Sandy Springs,Corporate,Georgia,Phones,55.98,15.6744,2,55.98,15.6744,2,55.98
Technology,Macon,Corporate,Georgia,Accessories,32.97,12.8583,3,32.97,12.8583,3,32.97
Technology,Macon,Corporate,Georgia,Accessories,83.88,30.1968,4,83.88,30.1968,4,83.88
Technology,Sandy Springs,Corporate,Georgia,Phones,34.75,15.6375,5,34.75,15.6375,5,34.75
Technology,Mobile,Corporate,Alabama,Machines,3040,1459.2,8,3040,1459.2,8,3040
Technology,Raleigh,Corporate,North Carolina,Phones,74.24,8.352000000,1,74.24,8.352000000,1,74.24
Technology,Lakeland,Corporate,Florida,Phones,249.584,31.198,2,249.584,31.198,2,249.584
Technology,Miami,Corporate,Florida,Phones,783.96,78.396,5,783.96,78.396,5,783.96
Technology,Greensboro,Corporate,North Carolina,Phones,1359.96,118.9965,5,1359.96,118.9965,5,1359.96
Technology,Jacksonville,Corporate,North Carolina,Machines,695.7,-27.828,2,695.7,-27.828,2,695.7
Technology,San Francisco,Corporate,California,Accessories,36.51,15.6993,1,36.51,15.6993,1,36.51
Technology,Farmington,Corporate,New Mexico,Accessories,159.99,54.3966,1,159.99,54.3966,1,159.99
Technology,San Francisco,Corporate,California,Accessories,99.98,7.998400000,2,99.98,7.998400000,2,99.98
Technology,North Las Vegas,Corporate,Nevada,Accessories,58.58,19.3314,2,58.58,19.3314,2,58.58
Technology,Los Angeles,Corporate,California,Accessories,239.97,86.3892,3,239.97,86.3892,3,239.97
Technology,La Quinta,Corporate,California,Accessories,46.32,18.0648,4,46.32,18.0648,4,46.32
Technology,Los Angeles,Corporate,California,Accessories,254.24,76.272,7,254.24,76.272,7,254.24
Technology,Seattle,Corporate,Washington,Accessories,102.13,15.3195,7,102.13,15.3195,7,102.13
Technology,Seattle,Corporate,Washington,Copiers,3149.93,1480.4671,7,3149.93,1480.4671,7,3149.93
Technology,Tempe,Corporate,Arizona,Accessories,7.16,-0.089500000,1,7.16,-0.089500000,1,7.16
Technology,Denver,Corporate,Colorado,Phones,15.992,-2.9985,1,15.992,-2.9985,1,15.992
Technology,Springfield,Corporate,Oregon,Accessories,28.4,6.745,2,28.4,6.745,2,28.4
Technology,Fairfield,Corporate,California,Machines,532.72,53.272,2,532.72,53.272,2,532.72
Technology,San Francisco,Corporate,California,Machines,4799.984,359.9988,2,4799.984,359.9988,2,4799.984
Technology,Tempe,Corporate,Arizona,Phones,318.4,107.46,2,318.4,107.46,2,318.4
Technology,Tucson,Corporate,Arizona,Phones,201.584,15.1188,2,201.584,15.1188,2,201.584
Technology,San Diego,Corporate,California,Phones,215.968,18.8972,2,215.968,18.8972,2,215.968
Technology,Springfield,Corporate,Oregon,Accessories,91.176,4.558800000,3,91.176,4.558800000,3,91.176
Technology,San Francisco,Corporate,California,Copiers,1199.976,374.9925,3,1199.976,374.9925,3,1199.976
Technology,San Francisco,Corporate,California,Machines,239.976,80.9919,3,239.976,80.9919,3,239.976
Technology,Spokane,Corporate,Washington,Machines,837.6,62.820000000,3,837.6,62.820000000,3,837.6
Technology,Tempe,Corporate,Arizona,Phones,230.376,20.1579,3,230.376,20.1579,3,230.376
Technology,Springfield,Corporate,Oregon,Accessories,159.968,29.994,4,159.968,29.994,4,159.968
Technology,Los Angeles,Corporate,California,Phones,211.168,15.8376,4,211.168,15.8376,4,211.168
Technology,Los Angeles,Corporate,California,Phones,79.968,-17.9928,4,79.968,-17.9928,4,79.968
Technology,San Francisco,Corporate,California,Phones,95.84,34.742,4,95.84,34.742,4,95.84
Technology,Los Angeles,Corporate,California,Phones,583.8,72.975000000,5,583.8,72.975000000,5,583.8
Technology,Los Angeles,Corporate,California,Phones,71.96,7.196,5,71.96,7.196,5,71.96
Technology,Tucson,Corporate,Arizona,Accessories,239.952,-35.9928,6,239.952,-35.9928,6,239.952
Technology,Aurora,Corporate,Colorado,Accessories,169.064,-14.7931,7,169.064,-14.7931,7,169.064
Technology,Los Angeles,Corporate,California,Phones,2575.944,257.5944,7,2575.944,257.5944,7,2575.944
Technology,San Francisco,Corporate,California,Phones,66.976,6.6976,7,66.976,6.6976,7,66.976
Technology,Tucson,Corporate,Arizona,Phones,380.864,38.0864,8,380.864,38.0864,8,380.864
Technology,Tucson,Corporate,Arizona,Machines,95.994,-63.996,2,95.994,-63.996,2,95.994
Technology,Lawrence,Corporate,Massachusetts,Phones,391.98,109.7544,2,391.98,109.7544,2,391.98
